0.44088,0.033813,0.70033
3.233,3.5859,2.477
0.94776,1.4579,0.65698
2.0256,1.9172,1.5558
1.7829,1.9089,1.8228
3.188,3.666,3.8733
-1,-1,-1
1.3096,0.84144,0.48751
1.0204,1.1062,0.68701
1.7172,1.9414,2.0092
1.2773,1.3476,1.3984
1.7334,1.8773,1.9476
1.2909,1.3408,1.3849
1.5252,1.751,1.8549
1.2039,1.2652,1.3308
1.6633,1.816,1.8966
1.2269,1.2949,1.3544
1.1213,1.1555,1.44
1.4435,1.7627,1.965
1.0281,1.875,1.7309
1.0281,1.875,1.7309
0.77407,1.3857,0.99761
0.4392,0.45051,0.60224
0.014431,0.2559,0.16364
1.9699,1.5852,2.0283
1.9699,1.5852,2.0283
2.8702,2.6827,2.8361
2.9398,2.7524,2.8977
2.1131,1.7629,1.755
2.846,2.5533,2.6944
1.9989,2.3697,1.7887
2.9899,1.029,0.329
2.8722,3.4658,3.4404
2.484,1.7622,2.1178
2.2779,1.3619,1.4536
2.1002,1.8192,1.9663
3.5082,1.7116,2.2906
2.5986,2.1328,1.491
2.033,1.0995,1.2722
2.903,4.3677,3.8821
1.696,1.6238,1.2229
2.7939,1.2681,1.3267
1.6669,2.8356,1.9078
3.11,1.7164,1.7998
1.0979,1.4612,1.6335
1.9194,2.3575,1.7505
1.9477,2.033,1.8271
3.0673,2.1813,2.1751
2.1939,1.7193,1.5741
2.984,2.1135,2.0761
1.017,1.1621,0.71273
3.11,1.7164,1.7998
2.5567,3.0178,2.813
2.503,2.9258,2.7644
1.3454,1.5463,0.93885
1.395,1.3154,0.80586
3.8446,3.9016,2.5353
1.1483,1.1948,1.9149
0.16037,0.11512,0.21517
0.81497,0.86521,0.78703
2.1009,2.2807,1.8394
2.741,2.7025,2.6533
1.8992,1.7253,1.6244
1.9226,1.6089,1.6555
2.0287,2.1623,1.9501
1.794,1.7616,1.7095
1.5853,1.8367,1.4766
0.78001,0.35149,0.6665
2.8091,2.2433,1.963
1.666,2.5088,1.4251
2.6774,2.5769,2.4964
1.6813,1.6316,1.5336
2.5597,2.7511,2.5783
1.8711,1.8088,1.6741
3.3859,2.7205,2.4869
0.022338,0.17757,0.0071174
1.6064,1.878,3.0916
2.1129,2.164,2.0853
1.8274,1.7034,1.596
0.81711,0.59379,1.1299
0.16511,1.2635,0.30055
-1,-1,-1
1.2134,1.3835,1.3049
1.1148,0.92537,0.71231
-1,-1,-1
4.3079,1.608,0.85889
2.7547,2.8178,2.7676
1.6964,1.6409,1.5683
12.607,4.9104,8.2879
0.79612,0.62702,1.4427
0.73359,1.1877,0.65575
3.3021,2.9341,3.0743
1.7176,1.7462,1.6264
1.8761,2.1994,1.6781
2.2192,3.0073,2.2789
2.8433,3.2054,2.8173
0.91856,0.89033,0.86583
0.67382,0.61301,0.39394
-1,-1,-1
1.7714,1.7066,1.6144
0.1043,0.5255,0.20798
0.85258,0.66594,1.814
-1,-1,-1
1.7268,1.7705,1.8878
0.18644,0.60952,0.13918
-1,-1,-1
1.7264,1.6905,1.5304
-1,-1,-1
1.839,1.7239,1.5927
1.594,1.8368,1.11
-1,-1,-1
1.7423,1.6222,1.5
0.92152,0.71215,0.31262
0.59594,0.52945,0.16297
-1,-1,-1
1.4393,1.3757,1.3061
1.2144,1.8168,2.0891
1.6846,1.6811,1.5836
1.5932,2.7352,1.9731
2.3985,2.3516,3.2094
2.9628,3.464,3.0086
1.0502,0.88731,0.83881
-1,-1,-1
1.7709,1.6806,1.5543
0.28483,0.48891,0.075897
0.28871,0.37982,0.13369
0.015311,0.34063,0.00086519
2.5874,2.579,2.5929
1.8018,1.7392,1.674
1.3972,1.7283,1.9195
-1,-1,-1
1.7693,1.7262,1.5838
-1,-1,-1
1.6733,1.5817,1.5228
0.23139,0.048778,1.3388
0.5843,0.31945,0.91674
0.74503,0.39754,1.2732
0.25419,0.16242,1.2263
0.69137,0.46325,1.2018
0.026755,0.33906,0.080695
-1,-1,-1
1.0029,1.3323,0.27873
1.8055,1.6939,1.5893
0.15465,3.597,0.27791
0.0096762,0.33345,0.03323
1.5599,1.4267,0.72035
-1,-1,-1
1.6973,1.7093,1.5583
1.2221,1.7434,0.79049
2.6325,3.0714,2.9187
1.0478,1.9505,1.0314
2.5567,3.0178,2.813
0.89336,2.4152,1.5591
1.0651,1.4391,1.1351
4.1619,0.10636,0.03926
1.4093,1.296,1.0603
1.3954,1.2855,1.0256
1.3928,1.2795,1.0245
1.3522,1.1911,0.89148
1.4037,1.3062,0.99129
1.3508,1.1124,0.89465
1.4065,1.3414,1.1735
1.3663,1.2754,1.0529
1.548,1.7332,1.591
0.62586,0.61861,0.4243
1.3327,1.3872,1.1261
0.66723,0.56795,0.36713
1.3133,1.4401,1.1962
0.9594,0.98107,0.66944
1.3133,1.4401,1.1962
0.66603,0.64961,0.44651
-1,-1,-1
0.66049,0.68716,0.49323
-1,-1,-1
1.0543,1.0257,0.71193
0.31937,0.40315,0.46252
1.0659,1.0257,0.69899
1.6058,1.709,1.6428
0.66563,0.58245,0.37761
2.412,2.637,2.4158
1.9519,1.9883,1.8839
0.31099,0.31389,0.251
0.70406,0.71628,0.66089
0.35093,0.31376,0.25861
0.35093,0.31376,0.25861
1.4372,1.2049,2.394
1.2996,1.2359,0.97482
0.99362,0.92448,0.61203
0.95856,0.89471,0.60011
2.3125,1.3352,3.1137
2.202,2.7852,2.7281
0.85501,1.126,0.93574
1.0564,1.8451,1.0836
0.53504,0.16793,0.51291
1.6528,0.82856,0.84494
4.7216,3.1375,3.4641
1.6843,2.1425,1.4552
1.3732,1.4397,1.6975
0.50443,0.61981,0.60972
1.2989,1.3363,1.9897
-1,-1,-1
-1,-1,-1
0.97861,1.0427,1.479
2.075,1.6748,2.4838
1.2691,1.1859,1.7639
3.751,3.5576,3.8856
0.23942,0.39778,0.22247
0.23942,0.39778,0.22247
0.18151,0.18658,0.22349
0.15554,0.16018,0.14069
